콘텐츠 아이디2 (CID),제목,1단계 분류코드,2단계 분류코드,캐치프레이즈,지역 (시_도),지역 (시_군_구),cluster
125937,남연군의묘,A02,A0201,흥선대원군의 부친인 남연군의 묘,충청남도,예산군,1
1956396,창강서원,A02,A0201,황신(黃愼)의 학문과 덕행을 추모하다,충청남도,부여군,1
2515792,안면도 미로공원,A02,A0202,환상적이고 아름다운 미로의 세계로!,충청남도,태안군,1
1938614,한화리조트 대천파로스,A02,A0202,화이트&코발트블루의 조화.<br />그리스 파로스 마을에 온 것 같은 한화리조트 대천파로스,충청남도,보령시,1
125956,조양문,A02,A0201,홍주성의 동문이며 홍성군으로 향하는 관문,충청남도,홍성군,1
125934,안회당과 여하정,A02,A0201,홍주목사와 군수가 행정을 집행하는 사무실,충청남도,홍성군,1
2551494,홍주성역사관(홍성),A02,A0206,홍성의 고유한 역사와 문화를 알아보자!,충청남도,홍성군,1
1627312,홍성조류탐사과학관,A02,A0206,"홍성과 철새, 그리고 천수만의 갯벌",충청남도,홍성군,1
127233,광덕사(천안),A02,A0201,호두나무따라 걷기 좋은 곳 ,충청남도,천안시,1
2606199,예당호 출렁다리(음악분수),A02,A0205,형형색색 LED 불빛을 이용한 공연,충청남도,예산군,1
1954488,당진향교,A02,A0201,"현유(賢儒)의 위패를 봉안, 배향하는 향교",충청남도,당진시,1
126699,구드래조각공원,A02,A0206,현대적인 아름다움을 함께 갖춘 공원,충청남도,부여군,1
2465921,현대트랜시스,A02,A0204,현대자동차그룹의 핵심 부품 계열사,충청남도,서산시,1
2599681,에덴힐스 힐링파크,A02,A0204,현대인을 위한 자연 속 뷰티 힐링공간,충청남도,홍성군,1
1911179,평강뜰애,A02,A0203,향토음식과 함께하는 농촌체험활동,충청남도,보령시,1
630806,팜카밀레,A02,A0204,향기와 맛이 있는 아름다운 농원,충청남도,태안군,1
802962,예산 알토란사과마을,A02,A0203,향기로운 사과향이 가득한 농촌마을,충청남도,예산군,1
125886,향천사(예산),A02,A0201,향기로운 꽃향기가 가득한 사찰,충청남도,예산군,1
130064,천안시 시민문화여성회관,A02,A0206,행복한 삶을 영위할 수 있도록 배움의 장을 펼쳐주는 평생교육기관,충청남도,천안시,2
304816,무진암(부여),A02,A0201,"햇빛이 보석처럼 빛나는 절, 무진암",충청남도,부여군,1
2014616,국립해양생물자원관,A02,A0206,해양생물의 모든 것,충청남도,서천군,1
2746237,서천송림갯벌체험장,A02,A0203,해안방품림과 해안사구가 어우러져 있는 곳으로 장항에 대표적인 생태보전지역,충청남도,서천군,1
127707,당진항만관광공사 (삽교호 함상공원),A02,A0202,해군과 해병의 역사와 문화를 체험 할 수 있는 이색적인 공간,충청남도,당진시,2
128127,아산 공세리성당,A02,A0201,한폭의 수채화같은 역사의 순교 성지성당,충청남도,아산시,1
1936453,광시 한우거리,A02,A0203,한우 맛의 진수，광시한우거리,충청남도,예산군,1
126001,외암민속마을,A02,A0201,한옥의 명맥을 잇다,충청남도,아산시,1
605616,서천 달고개모시마을,A02,A0203,한산모시의 유구한 전통이 남아있는 마을,충청남도,서천군,1
130171,공주민속극박물관,A02,A0206,한국의 다양한 민속예능을 체험할 수 있는 전문 박물관,충청남도,공주시,2
125893,동학사(공주),A02,A0201,한국에서 가장 전통이 깊은 비구니 스님들의 승가대학 동학사,충청남도,공주시,1
125969,솔뫼성지,A02,A0201,한국 최초의 사제인 성 김대건 안드레아 신부의 탄생지,충청남도,당진시,1
130270,임립미술관,A02,A0206,"한국 미술계를 대표하는 화가이며 교육자인, 임립(林立)이 설립한 미술관",충청남도,공주시,1
126902,봉곡사,A02,A0201,한 폭의 그림같이 서 있는 아담한 사찰,충청남도,아산시,1
125859,덕산온천지구,A02,A0202,학의 상처를 치유해 준 덕산온천,충청남도,예산군,1
1935748,천안박물관,A02,A0206,하늘아래 가장 편안한 곳,충청남도,천안시,1
129310,홍성 하누리마을,A02,A0203,"하늘 아래 인간과 자연, 전통이 어우러져 만복을 누리는 풍요로운 마을",충청남도,홍성군,1
976387,한민족역사문화공원,A02,A0202,하늘 아래 가장 편안한 곳,충청남도,천안시,1
129705,기지시 줄다리기 보존회,A02,A0206,하나의 공동체 화합단결의 상징,충청남도,당진시,1
2007772,캔아트 체험교실,A02,A0206,풍부한 상상력과 창의력을 더해 탄생한 예술공간,충청남도,아산시,1
2035859,고마나루,A02,A0202,푸른 솔밭에서 설화 속 곰을 만나다.,충청남도,공주시,1
2769634,폰타나리조트,A02,A0202,폐교를 리모델링한 감성 리조트,충청남도,서산시,1
129125,서산 경주김씨 고택,A02,A0201,평야마을에 자리잡아 북동향하고 있는 기와집,충청남도,서산시,0
2736914,석문각,A02,A0201,편안한 휴식처이자 일출 명소,충청남도,당진시,1
128624,천안상록리조트 아쿠아피아,A02,A0202,편안한 휴식과 모험과 스릴을 동시에 즐길 수 있는 곳,충청남도,천안시,2
2775502,레인보우캐슬리조트,A02,A0202,편안한 하루 밤을 선사하다,충청남도,태안군,1
2615316,여미갤러리,A02,A0206,편안한 마음으로 휴식할 수 있는 공간,충청남도,서산시,2
1626463,박동진 판소리전수관,A02,A0206,판소리의 활발한 전승과 대중화를 위한 활동,충청남도,공주시,1
2828374,황새권역마을,A02,A0203,특별한 체험을 하는 곳,충청남도,예산군,1
2769781,승천사,A02,A0201,특별한 천연 탄산수가 나오는  유명한 사찰,충청남도,천안시,1
801375,다라미자운영마을,A02,A0203,특별한 공간에서의 특별한 체험,충청남도,아산시,1
802358,아산 대통령마을 [농촌전통테마],A02,A0203,특별한 공간,충청남도,아산시,1
129557,공주 갑사 철당간,A02,A0201,통일신라의 불교 문화를 보여주는 중요한 문화재,충청남도,공주시,1
1938123,광천토굴새우젓단지,A02,A0203,토굴체험하는 곳,충청남도,홍성군,1
2778544,만리포전망타워,A02,A0205,태안의 숨은 명소,충청남도,태안군,1
2002459,청양 칠갑사니마을,A02,A0203,칠갑산의 수려한 자연에서 레저와 휴양을 한 번에 즐길 수 있는 휴양마을,충청남도,청양군,2
2771833,여사울성지,A02,A0201,충청도 천주교회의 시작과 중심,충청남도,예산군,1
762817,청양 은골구기자마을,A02,A0203,충청도 선비 정신이 담긴 전통마을,충청남도,청양군,1
2525523,충청남도역사박물관,A02,A0206,충청남도의 역사와 문화를 보존하고 발전시는 곳,충청남도,공주시,1
1956393,의열사(부여),A02,A0201,충청남도문화재자료 의열사,충청남도,부여군,1
250317,홍성상하리미륵불,A02,A0205,충청남도 홍성군 홍북면 상하리에 있는 거대한 마애불,충청남도,홍성군,1
129609,태국사(태안),A02,A0201,충청남도 태안군 근흥면 정죽리 성동산에 위치한 태국사,충청남도,태안군,1
128907,몽산리석가여래좌상,A02,A0205,충청남도 지정문화재,충청남도,태안군,1
126880,덕산사(금산),A02,A0201,충청남도 지정 문화재자료,충청남도,금산군,1
1114077,계룡산신도내주초석석재,A02,A0205,충청남도 유형문화재,충청남도,계룡시,1
126865,금산 천내리 용호석,A02,A0201,충청남도 유형문화재,충청남도,금산군,1
125940,부산각서석,A02,A0201,충청남도 유형문화재,충청남도,부여군,1
126981,여민루,A02,A0201,충청남도 유형문화재,충청남도,아산시,1
1626763,온주아문 및 동헌,A02,A0201,충청남도 유형문화재,충청남도,아산시,1
129476,부여 세탑리오층석탑,A02,A0205,충청남도 유형문화재,충청남도,부여군,1
129691,남포관아문,A02,A0201,충청남도 유형문화재,충청남도,보령시,1
126867,태조대왕 태실,A02,A0201,충청남도 유형문화재,충청남도,금산군,1
1956315,노강서원(논산),A02,A0201,충청남도 유형문화재,충청남도,논산시,1
1182337,죽림서원,A02,A0201,충청남도 문화재자료,충청남도,논산시,1
128014,금산 대원정사,A02,A0201,충청남도 문화재자료,충청남도,금산군,1
790307,권충민공순절비,A02,A0205,충청남도 문화재자료,충청남도,금산군,1
250314,영인신현리미륵불,A02,A0201,충청남도 문화재자료,충청남도,아산시,1
1627145,월성위김한신묘,A02,A0201,충청남도 문화재자료,충청남도,예산군,1
1956420,퇴수서원,A02,A0201,충청남도 문화재자료,충청남도,부여군,1
1956423,행림서원,A02,A0201,충청남도 문화재자료,충청남도,논산시,1
915305,오천향교,A02,A0201,충청남도 문화재자료,충청남도,보령시,1
126875,의병승장비,A02,A0205,충청남도 문화재자료,충청남도,금산군,1
126879,고경명선생비,A02,A0205,충청남도 문화재자료,충청남도,금산군,1
1627243,보령향교,A02,A0201,충청남도 문화재자료,충청남도,보령시,1
1954653,목천향교,A02,A0201,충청남도 문화재자료,충청남도,천안시,1
1956403,청일사,A02,A0201,충청남도 문화재자료,충청남도,부여군,1
1956323,동곡서원,A02,A0201,충청남도 문화재자료,충청남도,부여군,1
1626991,궐리사,A02,A0201,충청남도 논산시 노성면 교촌리에 있는 조선시대의 사당,충청남도,논산시,1
125930,우산성,A02,A0201,충청남도 기념물,충청남도,청양군,1
231955,공주서혈사지,A02,A0201,충청남도 기념물,충청남도,공주시,1
1626926,태안향교,A02,A0201,충청남도 기념물,충청남도,태안군,1
1626788,대흥향교,A02,A0201,충청남도 기념물,충청남도,예산군,1
1954666,서천향교,A02,A0201,충청남도 기념물,충청남도,서천군,1
1954712,임천향교,A02,A0201,충청남도 기념물,충청남도,부여군,1
1954690,온양향교,A02,A0201,충청남도 기념물,충청남도,아산시,1
129636,남포읍성,A02,A0201,충청남도 기념물,충청남도,보령시,1
1956397,창렬사,A02,A0201,충청남도 기념물,충청남도,부여군,1
129475,부여 산직리지석묘,A02,A0201,충청남도 기념물,충청남도,부여군,1
1627197,덕산향교,A02,A0201,충청남도 기념물,충청남도,예산군,1
1626912,직산향교,A02,A0201,충청남도 기념물,충청남도,천안시,1
129664,아산향교,A02,A0201,충청남도 기념물,충청남도,아산시,1
1626500,노성향교,A02,A0201,충청남도 기념물,충청남도,논산시,1
126871,금산 충렬사,A02,A0201,충청남도 금산군 금성면에 있는 조선시대의 사당,충청남도,금산군,1
128874,무상사(계룡),A02,A0201,충청남도 계룡산 자락에 위치한 절,충청남도,계룡시,1
125945,현충사,A02,A0201,충무공 이순신 장군의 위업을 길이길이 기념함과 동시에<br />사계절 아름다운 풍경을 즐길 수 있는 휴식 공간이 되어주는 현충사,충청남도,아산시,2
1778181,충청남도교육청학생교육문화원,A02,A0206,충남을 대표하는 문화예술의 전당,충청남도,천안시,1
129756,홍주문화회관,A02,A0206,충남 홍성의 문화회관,충청남도,홍성군,1
2775490,동아리조트,A02,A0202,충남 태안군 안면읍에 자리 잡은 리조트,충청남도,태안군,0
2769780,미나릿길벽화마을,A02,A0203,충남 천안시 동남구에 자리 잡고 있는 벽화마을,충청남도,천안시,0
1166019,대흥동헌,A02,A0201,충남 예산의 아름다움을 간직하고 있는 대흥동헌,충청남도,예산군,1
128054,예당관광지,A02,A0202,충남 예산 가볼만 한 곳,충청남도,예산군,1
2769748,아산퍼스트빌리지공룡월드,A02,A0206,충남 아산시 둔포면에 있는 공룡테마공원,충청남도,아산시,1
918805,해미순교성지(여숫골),A02,A0201,충남 서산 천주교 박해성지,충청남도,서산시,1
130062,국립부여박물관,A02,A0206,충남 서부지역의 선사문화를 비롯하여 백제의 문화유산을 보존 관리하는 곳,충청남도,부여군,1
2777931,계절상품 시리즈(주식회사 생산소),A02,A0203,충남 부여군 관광두레 주민사업체,충청남도,부여군,1
2770566,보령 베이스리조트(대천웨스토피아콘도),A02,A0202,충남 보령시 명천동에 자리 잡고 있는 리조트,충청남도,보령시,0
128261,당진 영전황토마을,A02,A0203,충남 당진시 고대면 당진포 1리에 위치한 영전황토마을,충청남도,당진시,1
1984839,중리어촌체험마을,A02,A0203,청정한 갯벌과 시원한 바닷바람이  품인 어촌마을,충청남도,서산시,1
801460,매화둠벙마을,A02,A0203,"청정 들판과 편안한 휴식, 맑은 물이 이어지는 마을",충청남도,태안군,1
1627232,정산향교,A02,A0201,청양에서 떠나는 역사여행,충청남도,청양군,1
129472,부여 송국리 유적,A02,A0201,청동기 시대의 생활상을 보여주다,충청남도,부여군,1
126885,금산 천내리/용화리 고인돌,A02,A0201,청동기 시대의 고인돌,충청남도,금산군,1
126725,계룡산도예촌,A02,A0201,철화분청사기의 맥을 잇는 계룡산도예촌,충청남도,공주시,1
304692,동혈사,A02,A0201,천태산의 고풍스러운 사찰,충청남도,공주시,1
126864,신안사(금산),A02,A0201,천태산 국사봉 아래 고즈넉한 사찰,충청남도,금산군,1
2713411,신리성지,A02,A0201,천주교를 알리던 신부와 신자들이 순교한 유적지,충청남도,당진시,1
127312,청양 다락골 줄무덤 성지,A02,A0201,"천주교 순교자의 묘소, 줄무덤",충청남도,청양군,1
127240,공주 황새바위 순교성지,A02,A0201,천주교 박해의 산현장,충청남도,공주시,1
1977629,알프스마을,A02,A0203,천장처럼 높다는 뜻의 천장리라고도 불리우는 마을,충청남도,청양군,1
1627205,흑성산성,A02,A0201,천안의 옛 산성 중 기록이 남아 있는 유일한 산성,충청남도,천안시,1
125885,각원사,A02,A0201,천안의 새로운 관광명소로 떠오르고 있는 각원사,충청남도,천안시,1
2763024,천안예술의전당 미술관,A02,A0206,"천안시 최초 공립미술관, 지역 미술의 역사적 가치를 연구하다",충청남도,천안시,1
2775622,천안아산역 동광장,A02,A0202,천안 만남의 광장,충청남도,아산시,1
128255,홍성 속동갯벌마을,A02,A0203,천수만에서 경험하는 갯벌체험,충청남도,홍성군,1
125965,예산 임존성,A02,A0201,천년의 역사를 간직한 백제부흥운동의 마지막 항거지,충청남도,예산군,1
125896,수덕사,A02,A0201,천년의 아름다운 사찰,충청남도,예산군,1
126546,성곡사,A02,A0201,천개의 불상이 있는 사찰,충청남도,공주시,1
2758880,아트센터고마,A02,A0206,창조와 문화 영역이 조화된 문화예술 복합공간,충청남도,공주시,1
125988,관북리유적과 부소산성 [유네스코 세계유산],A02,A0201,찬란했던 백제의 기품,충청남도,부여군,1
2551130,학림사(공주),A02,A0201,지친 몸과 마음을 쉬어가는 사찰,충청남도,공주시,1
128115,선화당(공주),A02,A0201,"지친 마음을 달랠 수 있는 사찰, 백련사",충청남도,공주시,2
1956330,명탄서원,A02,A0201,지방유림의 공의로 이명성(李明誠)과 이명덕(李明德)의 충절과 덕행을 추모하기 위해 위패를 모신 곳,충청남도,공주시,1
1954674,석성향교,A02,A0201,지방민의 교육과 교화,충청남도,부여군,1
2753693,신두리사구센터,A02,A0206,즐기며 배우는 공간,충청남도,태안군,1
2554368,연산역 (철도체험학습장),A02,A0204,즐거운 기차여행과 철도문화체험,충청남도,논산시,1
2615323,중앙호수공원 카페거리,A02,A0203,중앙호수공원에서 커피내음과 함께 여유를 즐기다,충청남도,서산시,1
2822429,아산 외암마을 건재고택,A02,A0201,중부지방 대표적인 양반가옥,충청남도,아산시,1
125962,당진면천읍성,A02,A0201,중국과의 통상과 국방의 중요 거점,충청남도,당진시,1
129460,비인향교,A02,A0201,조선의 지방교육기관,충청남도,서천군,1
1956340,부산서원,A02,A0201,조선시대의 사설교육기관이자 선현배향의 장소,충청남도,부여군,1
2718735,천안홍대용과학관,A02,A0206,조선시대의 과학사상가이자 실학자인 담헌 홍대용선생의 업적을 기리고자 2014년에 담헌선생 생가지 근처에 개관한 과학관,충청남도,천안시,1
1627236,신경섭 전통가옥,A02,A0201,조선시대 후기의 한식가옥,충청남도,보령시,1
129651,화암서원,A02,A0201,조선시대 서원,충청남도,보령시,1
125936,추사고택,A02,A0201,조선시대 대표적인 서예가 추사 김정희 선생의 생가,충청남도,예산군,1
1055245,서천 이하복 고택,A02,A0201,조선말 중부지방 대표적 전통농가,충청남도,서천군,1
1627167,추사김정희선생고택·묘,A02,A0201,조선 후기 위대한 실학자이자 서예가,충청남도,예산군,1
130109,안견기념관,A02,A0206,조선 초기 산수화 풍을 창출한 한국화의 대가,충청남도,서산시,1
1114207,두마신원재,A02,A0201,조선 중기의 전통 한식 목조와가를 보다,충청남도,계룡시,1
2615317,명종대왕태실및비,A02,A0201,조선 제13대 왕 명종의 태를 봉안한 곳,충청남도,서산시,1
125925,아산 맹씨 행단(맹사성 고택),A02,A0201,조선 전기의 청백리 맹사성의 가족이 살던 집,충청남도,아산시,1
129126,정순왕후생가,A02,A0201,조선 영조의 계비인 정순왕후(1745~1805)가 출생한 곳으로 왕비가 되기 전까지 살았던 곳,충청남도,서산시,1
1114250,모원재,A02,A0201,조선 성종 때 김국광(金國光)(1415∼1480) 선생의 재실(齋室),충청남도,계룡시,1
915371,결성농요내포농사박물관,A02,A0206,조상들의 농경생활 한 눈에 볼 수 있는 박물관,충청남도,홍성군,2
2553395,리각미술관,A02,A0206,조각가 이종각 선생의 예술이 담긴 곳,충청남도,천안시,1
1627011,강경미내다리,A02,A0201,정월대보름날 건너면 소원을 성취할 수 있다는 전설의 다리!,충청남도,논산시,2
128332,서천이색체험마을,A02,A0203,정겨운 시골의 정취를 느끼다,충청남도,서천군,1
128336,아산 내이랑마을,A02,A0203,젊은 농부들이 많은 마을,충청남도,아산시,1
125898,영탑사(당진),A02,A0201,절 주변의 괴목이 장관인 사찰,충청남도,당진시,1
1965356,서천 동자북마을,A02,A0203,전통주와 전통섬유의 제작을 배워볼 수 있는 체험마을,충청남도,서천군,2
1966992,한국문화연수원,A02,A0206,전통문화를 체험하는 공간,충청남도,공주시,1
2657953,내포보부상촌,A02,A0201,전통문화 재현 체험형 테마파크,충청남도,예산군,1
2613455,도령서당,A02,A0206,전통과 예절을 익히고 체험할 수 있게 하는 곳,충청남도,공주시,2
125894,마곡사[유네스코 세계문화유산],A02,A0201,전통과 불교의 문화가 잘 어우러진 사찰,충청남도,공주시,1
129348,남당리 행복마을,A02,A0203,전원생활의 여유가 담겨있는 조용한 마을,충청남도,서천군,1
128945,고란사유람선,A02,A0202,전설이 있는 공간,충청남도,부여군,1
2470410,보령에너지월드(보령발전본부),A02,A0204,전기의 생산부터 올바른 사용방법까지,충청남도,보령시,1
2717604,어슬티굿밤,A02,A0203,자유롭고 여유롭게,충청남도,청양군,1
1626999,논산 노성산성,A02,A0201,자연적인 지세를 교묘하게 이용한 산성,충청남도,논산시,1
127812,천안상록리조트,A02,A0202,자연의 품 안에 안기는 편안함이 있는 상록리조트,충청남도,천안시,1
2524982,공주 산림휴양마을,A02,A0203,자연의 푸르름과 꿈같은 휴식이 있는 산림휴양마을,충청남도,공주시,1
2750345,대천연안여객선터미널,A02,A0202,자연의 숨결 속으로,충청남도,보령시,1
2736671,당진농업테마파크,A02,A0202,자연을 관찰하고 예쁜 꽃들을 볼 수 있는 생태 공간,충청남도,당진시,2
2632750,적벽강마을,A02,A0203,자연에 대한 관찰과 학습의 기회를 가질 수 있는 마을,충청남도,금산군,2
130866,지당자연사박물관,A02,A0206,자연보존의 중요성과 생명의 숭고한 가치를 배우는 곳,충청남도,공주시,1
2606194,상화원,A02,A0202,"자연미를 그대로 살린 한국식 전통정원, 상화원",충청남도,보령시,1
1856774,충남 예산 대흥면 [슬로시티],A02,A0201,"자연과 역사, 문화와 전통을 고루 갖춘 동네",충청남도,예산군,1
2720024,금강생태과학체험장,A02,A0206,"자연과 생태, 문화를 배우는 체험교육문화공간",충청남도,금산군,1
801339,아산 강당골마을,A02,A0203,자연과 문화가 함께하는 관광농원,충청남도,아산시,1
2783017,대천항유람선,A02,A0202,자연 속 힐링여행,충청남도,보령시,1
2775643,오션힐리조트,A02,A0202,자연 속 힐링 숙소,충청남도,태안군,1
2736681,삽교호바다공원,A02,A0202,자연 속 힐링,충청남도,당진시,1
2732495,칠지공원,A02,A0202,자연 그대로를 만끽할 수 있는 공간,충청남도,부여군,2
1956327,동절사,A02,A0201,임진왜란 때 용인에서 왜병과 싸우다 순절한 이지시(李之時)와 이지례(李之禮) 형제의 위패를 봉안하고 있는 곳,충청남도,부여군,1
125856,온양온천지구,A02,A0202,임금이 휴양이나 병을 치료하던 온양온천,충청남도,아산시,1
348806,일락사(서산),A02,A0201,일락산의 서남편에 위치한 고찰,충청남도,서산시,1
1936591,이응로선생사적지(수덕여관),A02,A0201,"이응노와 나혜석의 예술혼, 수덕여관",충청남도,예산군,1
2483785,고암이응노생가기념관,A02,A0206,이응노 작가의 삶이 담겨져 있는 공간,충청남도,홍성군,1
1114146,이심원충신정려현판,A02,A0201,이심원의 충절을 기리다,충청남도,계룡시,1
250300,아산 이충무공 유허,A02,A0201,이순신의 영정을 모신 사당(祠堂),충청남도,아산시,1
2606741,지중해마을,A02,A0203,이국적인 유럽풍 건물이 모여 지중해의 작은 시골 마을을 연상시키는 곳,충청남도,아산시,1
2751853,의좋은형제공원,A02,A0202,'의좋은 형제' 이야기,충청남도,예산군,1
2514045,윤봉길의사기념관,A02,A0206,윤봉길의사의 역사를 보여주는 곳,충청남도,예산군,1
2736685,석문 국가산업단지 음악분수대,A02,A0205,유채꽃 군락이 절정을 이루는 아름다운 장관,충청남도,당진시,1
1937770,무궁화학습원(괴목정),A02,A0202,유서깊은 공원,충청남도,계룡시,1
130495,유관순열사기념관,A02,A0206,유관순열사의 출생부터 순국까지의 기록,충청남도,천안시,1
125926,천안 유관순 열사 유적,A02,A0201,유관순 열사의 나라사랑 정신을 느낄 수 있는 곳,충청남도,천안시,2
2704339,아미미술관,A02,A0206,원형 그대로 보존하고 개방하는 생태미술관,충청남도,당진시,1
1626487,팔괘정,A02,A0201,우암 송시열이 건립한 정자,충청남도,논산시,1
802241,단호박올리고마을,A02,A0203,우리의 삶이 풍요로워지기 바라는 마음,충청남도,당진시,1
615547,태영민속박물관,A02,A0206,우리의 것을 체험하고 기억하는 여행,충청남도,금산군,1
129459,한국최초 성경전래지 기념관,A02,A0201,우리나라 최초 성경 전래지가 있는 마을,충청남도,서천군,1
130063,온양민속박물관,A02,A0206,우리 전통문화의 아름다움과 우수성을 배울 수 있는 온양민속박물관,충청남도,아산시,2
125957,금산 칠백의총,A02,A0201,왜군과의 싸움에서 순절한 700 의사의 묘,충청남도,금산군,1
129642,보령성곽&보령관아문,A02,A0201,왜구의 침입을 대비하여 쌓은 봉당성,충청남도,보령시,1
129603,왕대사(보령),A02,A0201,왕대산 자락에 자리잡은 고즈넉한 사찰,충청남도,보령시,0
802320,송악 오돌개마을,A02,A0203,온통 산으로 뒤덮힌 조용한 농촌마을,충청남도,아산시,1
1958051,아산시 온천 관광특구,A02,A0202,온천욕과 함께 다양한 레저를 즐길 수 있는 곳,충청남도,아산시,2
2037031,온양관광호텔 온천탕,A02,A0202,온양 행궁의 문화를 품고있는 온양 온천,충청남도,아산시,1
2615570,청라 은행마을 (보령),A02,A0203,온 마을이 황금색으로 물드는 곳,충청남도,보령시,1
631934,파라다이스 스파도고,A02,A0202,온 가족이 천혜 자연의 물에서 즐긴다,충청남도,아산시,1
127767,아산 스파비스,A02,A0202,온 가족이 즐길 수 있는 온천+워터파크,충청남도,아산시,2
2750932,군헌갯벌체험장,A02,A0203,오감만족 즐기는 여행,충청남도,보령시,1
2717598,마을여행사 청보리,A02,A0203,오감만족 즐기는 여행,충청남도,청양군,1
2719782,판교 시간이멈춘마을,A02,A0203,오감만족 즐기는 여행,충청남도,서천군,1
2631832,웅도어촌체험마을,A02,A0203,오감만족 즐기는 여행,충청남도,서산시,1
1938262,계룡산상신농촌체험휴양마을,A02,A0203,오감만족 즐기는 여행,충청남도,공주시,1
802186,논산 황산벌참살이마을,A02,A0203,오감만족 즐기는 여행,충청남도,논산시,1
128137,태안 볏가리마을,A02,A0203,오감만족 즐기는 여행,충청남도,태안군,1
128396,거전마을 [농촌체험],A02,A0203,옛 정취가 묻어있는 마을에서의 다양한 체험,충청남도,부여군,1
126872,용강서원,A02,A0201,옛 서원 공간,충청남도,금산군,1
2662481,남양여관,A02,A0206,옛 서산의 원도심 기록보관소 전시관,충청남도,서산시,1
2468939,예산사과와인 (은성농원),A02,A0204,예산사과로 만드는 특색 있는 와인,충청남도,예산군,1
128388,홍도마을,A02,A0203,예로부터 복숭아나무가 많기로 유명했던 곳,충청남도,금산군,1
126903,세심사(아산),A02,A0201,영인산 기슭에 자리잡은 역사깊은 사찰,충청남도,아산시,0
138740,연포리조트,A02,A0202,"연포해수욕장 바로 앞, 쾌적하고 깔끔한 리조트",충청남도,태안군,1
125905,관촉사(논산),A02,A0201,역사를 품고 있는 곳,충청남도,논산시,1
318342,선림사(보령),A02,A0201,역사가 살아있는 사찰,충청남도,보령시,1
1954655,부여향교,A02,A0201,역사가 살아 있는 곳,충청남도,부여군,1
1956306,금곡서원,A02,A0201,역사가 살아 있는 곳,충청남도,논산시,1
126870,청풍사,A02,A0201,역사가 담긴 유적,충청남도,금산군,1
128113,공주 우금치 전적,A02,A0201,역사가 담긴 유적,충청남도,공주시,1
129618,숭의사,A02,A0201,역사가 담긴 유적,충청남도,태안군,1
129519,부여 군수리 사지,A02,A0201,역사가 담긴 유적,충청남도,부여군,1
125987,부여 왕릉원 [유네스코 세계유산],A02,A0201,역사가 담긴 곳,충청남도,부여군,1
125932,김좌진장군생가지,A02,A0201,역사가 담긴 곳,충청남도,홍성군,1
129474,백제 오천결사대 충혼탑,A02,A0205,역사가 깃든 곳,충청남도,부여군,1
128397,서산 회포마을,A02,A0203,여유로움이 넘치는 정감 있는 농촌마을,충청남도,서산시,1
2912698,홍예공원,A02,A0202,여유 만끽할 수 있는 홍성의 도심 속 공원,충청남도,홍성군,2
2770363,병암유원지,A02,A0202,여름 휴가철마다 피서객들의 방문이 많은 유명 관광지,충청남도,논산시,1
2380470,동백꽃마을,A02,A0203,"어촌,산촌,농촌이 적절히 조화되어 있는 아름다운 마을",충청남도,서천군,1
2820640,만세장터영농조합법인,A02,A0203,어머님들의 손맛,충청남도,부여군,1
2804497,일루글루,A02,A0203,야외 테라스의 낭만과 캠핑 감성을 듬뿍 즐길 수 있는 곳,충청남도,태안군,2
2678988,아가새농장,A02,A0203,앵무새와 교감하며 힐링하는 농장,충청남도,홍성군,1
1532218,이종일선생생가지,A02,A0201,애국지사 이종일 선생의 생가지,충청남도,태안군,1
250303,고령박씨종중재실,A02,A0201,암행어사로 많은 일화를 남긴 박문수(1691∼1756)의 제사를 모신 곳,충청남도,천안시,1
128256,거북이마을,A02,A0203,아홉가지의 보물을 품고 있는 아늑하고 정겨운 마을,충청남도,홍성군,1
1937712,천장호 출렁다리,A02,A0205,아찔함과 멋진 경치를 동시에,충청남도,청양군,1
2855106,백제오감체험관,A02,A0210,아이들과 함께 쉽게 즐겨보는 역사 문화 체험,충청남도,공주시,1
130268,당림미술관,A02,A0206,아산 지역의 문화 예술을 발전시키고 보존하는 미술관,충청남도,아산시,1
2771850,신정호생활체육공원(신정호공원),A02,A0202,아름다운 자연 경관에 관광객도 많이 찾는 사계절 휴양지,충청남도,아산시,1
2753921,선장포노을공원,A02,A0202,아름다운 일몰을 즐길 수 있는 주민주도 지역개발사업으로 만들어진 공원,충청남도,아산시,2
128418,가파마을,A02,A0203,아름다운 언덕이란 뜻의 가파마을,충청남도,청양군,1
2736668,고대지구근린공원,A02,A0202,아름다운 야경,충청남도,당진시,1
481760,죽사(서산),A02,A0201,아름다운 비룡산 기슭에 자리잡은 고즈넉한 사찰,충청남도,서산시,0
915245,보령 노을광장,A02,A0202,아름다운 노을을 볼 수 있는 곳,충청남도,보령시,2
2821554,꽃이 머무는 자리(찬고을),A02,A0203,"아름다운 꽃차 농원과 포토존, 꽃차와 어울리는 디저트, 쿠킹클래스를 체험하며 즐길 수 있는 곳",충청남도,청양군,2
129122,문수사(서산),A02,A0201,아름다운 꽃과 조용한 산사분위기를 만끽 할 수 있는 곳,충청남도,서산시,2
2750143,가가책방,A02,A0206,아담하고 포근한 아지트 느낌이 물씬 풍기는 책방,충청남도,공주시,1
128335,도정딸기마을,A02,A0203,싱그러운 딸기가 가득한 마을,충청남도,논산시,1
2752019,금강하굿둑놀이동산,A02,A0202,심신을 치유하는 공간,충청남도,서천군,1
